strategy_types,lookback_period,rsi_window,ma_window,rebalance_period,num_stocks,portfolio_type,combine_method,Total Return,Annual Return,Volatility,Sharpe Ratio,Max Drawdown,strategy_name
"['momentum', 'rsi', 'ma_crossover']",63,10,100,10,10,long_short,or,0.14086200523591397,0.022880168127295875,0.021977259401687276,1.041083772508017,-0.029808150637378295,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,100,42,10,long,or,0.9551243532288507,0.12197612074332209,0.11733982032620223,1.0395117395290963,-0.16310844726870133,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,100,42,10,long,or,0.8521188445927599,0.11160016807510509,0.10870009592593727,1.0266795730442022,-0.17772672565937375,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,20,42,3,long_short,and,0.8987285012671702,0.11009582021885533,0.10746040283882494,1.0245245440218862,-0.1535141738638337,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,21,5,long_short,and,0.45593063293211267,0.06310204362732508,0.061678439051548066,1.0230810733486175,-0.09259432003289392,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,21,10,long,or,0.9723184328770342,0.12366378620530694,0.1209730791372933,1.0222421970838647,-0.20672278657818033,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,20,42,5,long_short,and,0.8999997573163396,0.11021685750752397,0.10805355116235137,1.020020687167627,-0.15803351314049208,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,10,100,42,10,long,or,0.9762653085880091,0.12404946665899441,0.12203469612897636,1.0165098172399158,-0.1706019516212579,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",21,14,20,42,5,long,and,2.978878406694392,0.2522717119954203,0.24850310113125584,1.0151652468198935,-0.35031888056686966,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,10,long_short,and,0.8097012912600001,0.1014457571301628,0.10076214428362894,1.0067844213855712,-0.1501648219041115,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,10,5,long_short,or,0.20163916621375155,0.03203443273905804,0.031907231882499096,1.003986583888799,-0.048872539029251705,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,100,10,10,long_short,or,0.13695712534003412,0.0222783152922561,0.022238193995313238,1.0018041616577011,-0.029930705287142367,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,20,21,5,long,and,1.8672606772533022,0.18718811555419257,0.18697647576052984,1.0011319059940662,-0.32246411771161765,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,42,10,long_short,and,0.5358394185376876,0.07234705744101966,0.07241419554946901,0.9990728598455052,-0.08682901318097691,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,42,10,long,or,0.8796756077021579,0.1144219412995866,0.11508210939456119,0.994263503697945,-0.18367971225646307,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,20,21,3,long_short,and,0.49987902210599455,0.06826461477778145,0.06880735546858768,0.9921121704633161,-0.11068210504964016,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,10,long_short,and,0.4309388638040752,0.06010782463030817,0.060862249208416465,0.9876043920834269,-0.09941246367724443,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,42,10,long_short,and,0.6103042867845945,0.0806982850518585,0.08198215356867233,0.9843396585607086,-0.12006557079230551,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,42,10,long,and,2.266922091729912,0.2126936768686145,0.2161645620247313,0.9839433202019502,-0.3067167009423013,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,10,100,21,10,long,or,0.9051760810358933,0.11700278961744859,0.11929406044868078,0.9807930854007784,-0.18789640871463897,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,5,long_short,and,0.5507727726913547,0.0740871490359325,0.07556012216291957,0.9805059456652133,-0.12078908845382919,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,21,3,long,and,1.9168589073761804,0.19050940028908436,0.1943819420408897,0.9800776671374611,-0.3241949712289276,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,10,10,long_short,or,0.16514018501145178,0.026584303592120717,0.027147272564072865,0.979262411329778,-0.02878879494497566,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,14,20,42,3,long_short,and,0.7196571558493532,0.09226431822666914,0.09431459308073624,0.9782613189847301,-0.13144038067641994,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,21,10,long,or,0.903342115613031,0.1168181359315501,0.11954674350393807,0.9771753918809334,-0.2071710970609537,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,3,long_short,and,0.5908158659138727,0.07855690330380471,0.0804511205883961,0.976455054065902,-0.1258343468331118,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,42,3,long,and,2.2265805217167394,0.21024161593200952,0.21543475167049436,0.9758946237864738,-0.3213082284008346,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,42,5,long,and,2.164778154353081,0.20643487044348197,0.21286241551107474,0.9698042275233959,-0.3398692404965985,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,10,10,long_short,or,0.17671553907186155,0.028327897475007857,0.029328382779285612,0.9658867891964235,-0.04032303604129628,"rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",21,14,10,21,3,long,and,2.0698558000205027,0.20046508837805055,0.20778298106736026,0.9647810775852842,-0.29361235728963964,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,10,5,long_short,or,0.187810013444472,0.029985772756805584,0.031094178743410396,0.9643532638134169,-0.04879786355217797,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,14,20,42,5,long_short,and,0.6714408348436747,0.0872192689676925,0.09049324891728196,0.9638207270844907,-0.12713645145387298,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,42,3,long,and,2.921165320501176,0.24929474105028326,0.2587749013618844,0.9633652249050861,-0.3611345194256126,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,21,10,long,and,1.374199942392504,0.15125157486747143,0.15748100237720056,0.9604433079819474,-0.28174812342018807,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,10,42,5,long,and,2.8925604106098053,0.24780561817934466,0.25820313601988465,0.9597312488112489,-0.3792233504043474,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,21,5,long_short,and,0.34755121861625415,0.04975696956364706,0.05191759591582583,0.9583835438820819,-0.07823732936673888,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,5,long_short,and,0.8532531708871565,0.10572080164633402,0.1105178359961127,0.9565949305237264,-0.1747346343060029,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,100,21,10,long,or,0.8537829662477441,0.11177155502710634,0.11686378824233751,0.9564259100973902,-0.18562163084704397,"rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",21,14,10,42,10,long_short,and,0.7843431524741653,0.09891677701077728,0.10363429007085616,0.9544792263559344,-0.19747642983580416,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,42,10,long,and,1.720642272905025,0.17708061559154942,0.18574365239608787,0.9533602538079471,-0.2942346658999424,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,21,10,long_short,and,0.30426883551227935,0.04422198739697425,0.04645530463267168,0.9519254635534828,-0.09491716253049509,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,10,42,10,long,and,2.271670740071063,0.2129806415885298,0.2244419751072519,0.9489340908123574,-0.3304384475846799,"momentum, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,10,21,5,long,and,1.8122263505285559,0.1834460400759974,0.19407211758160267,0.9452467585863422,-0.2532869651317825,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,21,3,long_short,and,0.42376157817375404,0.05920045838173493,0.06295409541958795,0.940375014320592,-0.08835183520544321,"rsi, ma_crossover (AND)"
"['momentum', 'rsi']",63,14,50,5,10,long_short,or,0.09133905135310205,0.014742948562093794,0.015735967986215536,0.9368949260069916,-0.029904512291504592,"momentum, rsi (OR)"
"['rsi', 'ma_crossover']",252,21,10,42,10,long,and,1.1408909412350274,0.13201584294280688,0.14099828917619267,0.9362939345869563,-0.2205967812976024,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,14,100,10,5,long_short,or,0.1683720534141251,0.027072558054181517,0.02891867606613636,0.9361617382575601,-0.05276400147904192,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,21,5,long,and,1.4077507616676757,0.15388615904453196,0.16459036409750072,0.9349645703035947,-0.23795460855985207,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,10,42,3,long,and,3.047961453901623,0.25578800799309653,0.27400902415785866,0.9335021311040294,-0.41753326107766875,"momentum, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,21,5,long,and,1.5157659376032457,0.1621643503103818,0.1742575148128863,0.9306017619068546,-0.22132237324290216,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,10,long,and,1.9289596917767664,0.1913125348404725,0.20568113082731665,0.9301413993152947,-0.3162546454430941,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,10,21,5,long,and,1.3967458194845817,0.1530253996169635,0.1649969237400738,0.9274439556099269,-0.2601303924092516,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,21,3,long,and,1.5301073142041988,0.16324097548702854,0.17633575417826705,0.9257395146420486,-0.2520953833353482,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,10,10,long,or,0.8774277688943442,0.11419305404823521,0.12347981956797452,0.924791228621556,-0.21514637190769037,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,3,long,and,2.346298005465322,0.21744524972911905,0.2352399891734786,0.9243549555206076,-0.3296810128105302,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,10,10,long_short,and,0.33929738278163946,0.0514290667964028,0.05582608148709063,0.9212372680732641,-0.07911473810799785,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",63,14,100,42,10,long,and,1.735026525256988,0.18852890191911853,0.20465763994519304,0.9211916152732254,-0.2916952742462381,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,5,long,and,2.171723199806182,0.20686574155770754,0.22459484310547484,0.9210618494056816,-0.32423848122203236,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,42,3,long,and,2.034583582035948,0.19806739586085365,0.2151938466734452,0.9204138451106327,-0.34620284738775997,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,42,10,long_short,and,0.6627224462726082,0.0863521784543626,0.09383312582951756,0.9202739191621214,-0.20089858541057748,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,3,long,and,2.2672152041145996,0.21271139999860322,0.2311588068048487,0.9201959593872651,-0.33413734088493785,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,10,21,3,long,and,1.2464029197076427,0.14092187659900945,0.15317646819987046,0.9199969045841248,-0.21640723951806307,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,21,3,long,and,1.4742286150255763,0.15901683782137077,0.17336572977826892,0.9172334003078343,-0.21648510215470707,"momentum, ma_crossover (AND)"
"['momentum', 'rsi']",21,14,50,5,10,long_short,or,0.10767718564615558,0.016798112071482185,0.018325194657139807,0.9166675926652357,-0.032819969083350164,"momentum, rsi (OR)"
"['rsi', 'ma_crossover']",252,14,10,5,5,long_short,and,0.12034803005961248,0.018598850817235224,0.020325132485090668,0.9150666462262057,-0.03129526565045859,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,3,long_short,and,0.8026566410812968,0.1007461816368096,0.11045434378308591,0.9121070135064897,-0.1813981950899236,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,21,10,long_short,and,0.24450606559176524,0.0362502081182825,0.03977629612935253,0.9113520273581233,-0.06673928651581196,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,42,5,long,and,2.2105525656409784,0.20926026865704928,0.23003358077519462,0.9096944365768643,-0.34444177353571637,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,21,10,long_short,and,0.27783702253499687,0.040745208038195146,0.044901729475311736,0.9074307051045336,-0.05863791686529185,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,21,10,long,and,1.2566884174807575,0.1417711999066864,0.15647212669387062,0.9060476322665072,-0.23155014060337964,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,20,5,10,long_short,or,0.10135418036442712,0.01585035873627083,0.017498717087835524,0.9058011885505268,-0.02247350689265426,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,21,3,long,and,1.323041130505668,0.14717369027006488,0.1625521483805815,0.9053936951081618,-0.23683262468090993,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,21,5,long_short,and,0.32789114261328156,0.047279651796614086,0.05228751248818565,0.9042245374992147,-0.09904121435490398,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,42,5,long,and,1.8419363561876145,0.18534342804761894,0.20558627223055811,0.9015360122866691,-0.34818042312987296,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,10,long,and,1.684958940890462,0.17455185791519434,0.1941921389740279,0.8988616060227838,-0.2763534890391661,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,100,42,10,long,or,0.687113611126855,0.09393641228700433,0.10464644865241901,0.8976550422557784,-0.1589762309136199,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,14,20,21,3,long,and,1.6161135206509987,0.16947409692185977,0.18890863730806415,0.8971220127192419,-0.30761212916942426,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,10,21,10,long,and,1.1362354214041748,0.13161448487457594,0.14699974249733588,0.8953382001805971,-0.23321849350233836,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,21,5,long,and,1.363248234005634,0.15028073533266717,0.16792398289788663,0.8949331283075379,-0.2854644513737513,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,21,5,long,or,0.7788095210964281,0.10392038270548043,0.11633230967806586,0.8933062791675521,-0.20512833528601104,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",63,14,100,21,10,long,and,1.5117933081130444,0.1712836640853086,0.19207982417771882,0.8917316788401008,-0.29139497720395036,"momentum, ma_crossover (AND)"
"['momentum', 'rsi']",21,5,50,5,10,long_short,or,0.0961429692405884,0.015065821850592798,0.016899011831275478,0.8915208771385116,-0.02055064229311565,"momentum, rsi (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,21,5,long,and,1.409134504298089,0.1539941562556666,0.17287002163033469,0.8908089141387843,-0.27633777946764726,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,50,21,10,long_short,or,0.15954694375824285,0.024878474878721857,0.027952061977610073,0.8900407740455715,-0.0656930992004996,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,5,10,long_short,and,0.12382399184415438,0.01919796183242517,0.02159732517438871,0.8889046063533443,-0.02553518436583202,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,21,3,long,and,1.427426354273548,0.1554169254788662,0.17490242175413914,0.8885921871186909,-0.27568700161098214,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",21,21,50,21,5,long,and,1.077694098945337,0.1265040316156314,0.14238246483713704,0.8884804161827929,-0.22005018046413738,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,10,20,42,5,long,and,1.4639771731604703,0.15812332459700462,0.17800158009224076,0.8883253986569378,-0.3093895649089522,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,21,100,10,5,long_short,and,0.46689238453945814,0.06798284804993382,0.07673563619969918,0.8859358104885344,-0.12520197003056943,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,21,5,long,or,0.7651864799575199,0.10246445881900135,0.11583256766830767,0.8845911031896784,-0.19145016290757422,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,21,5,long,and,1.2166862361809527,0.1384496039652401,0.1571000637678971,0.881282926592496,-0.23161387490841734,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,5,long_short,and,0.729469436381833,0.0933395066220859,0.10596056622768753,0.8808890886966236,-0.14417692300001606,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",126,21,50,42,10,long_short,and,0.6363031251110882,0.08986887329859128,0.10205460291448988,0.8805959822693264,-0.13511143869393327,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,14,20,42,10,long,and,1.4992130822170022,0.1608034077683309,0.18264409038034846,0.8804194399800439,-0.32055205978839674,"rsi, ma_crossover (AND)"
"['momentum', 'rsi']",21,21,50,21,10,long,and,1.055679497816988,0.12455101247514233,0.14151300485950016,0.8801382784486953,-0.243357182786765,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,21,10,long_short,and,0.26070128495078926,0.03845890993286982,0.04380590729315456,0.877938897041854,-0.05823677235159097,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,10,21,5,long_short,or,0.18363693098165634,0.027644229917738405,0.03149379592722899,0.877767480986237,-0.03622892319992266,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,3,long_short,and,0.8455643878916224,0.10497222896933245,0.11979509015186511,0.876264868921242,-0.16878386410307966,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,20,21,10,long_short,or,0.2002991430782357,0.03018669357302417,0.034471098423978434,0.8757102312709018,-0.07559818846631305,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,100,10,10,long,or,0.7810762978937813,0.10416174112542098,0.11896390278273074,0.8755743438886363,-0.20892104013598334,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,100,10,5,long_short,or,0.17462498640337643,0.028014052256845945,0.032020905485644666,0.8748675851594816,-0.05157783360300616,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,10,long_short,or,0.19217486949218743,0.02904761173445669,0.03322383012530737,0.874300513363462,-0.06078715919037592,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,10,21,5,long,and,1.2150628932546876,0.1372730677330447,0.1570337839302432,0.8741626438424454,-0.24636033385110512,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",63,14,50,42,10,long,and,1.878707083947786,0.19368264527917178,0.22157241319732926,0.8741279768735504,-0.32053077903896277,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,20,21,5,long,and,1.3136116755813343,0.146413874773071,0.1676081217022249,0.873548807098931,-0.24729745680857684,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,20,10,10,long_short,and,0.24927797799062779,0.03692028658358271,0.04228890771389028,0.8730489525378735,-0.06330218225829076,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,21,10,long,and,1.2678210299697845,0.14268682957552015,0.16382955340990135,0.8709468261719414,-0.2604920062544921,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,42,5,long,or,0.6060787477380305,0.08473180041164641,0.09733995214252478,0.8704730025712611,-0.17508889717484355,"rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,21,10,42,5,long,and,1.1368476775970966,0.13166731002082632,0.1513288139096297,0.8700742880298737,-0.23610958038564067,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,20,42,10,long,and,1.3803089914820128,0.15162849907197407,0.1743805141070714,0.8695266202671741,-0.3028789669357146,"rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,10,21,10,long,and,1.3909270373633968,0.15256894147169997,0.17547251372936984,0.8694748723267628,-0.253290743620336,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,10,3,long_short,and,0.3137448340924458,0.04542406206295535,0.052305006070980174,0.868445785118788,-0.08736297088158884,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,21,10,long_short,or,0.15474633519900016,0.02371439803329456,0.0273268123904108,0.8678069616936417,-0.046889876759613314,"momentum, rsi, ma_crossover (OR)"
['momentum'],21,14,50,42,3,long,and,1.9656275975641706,0.19372935533537028,0.22333193991369338,0.8674502868252386,-0.3049971013839087,momentum
"['momentum', 'ma_crossover']",21,14,20,21,10,long,and,1.3122170461587372,0.14630127704803364,0.1688223365805702,0.8665990532491629,-0.24073094959834507,"momentum, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,100,10,5,long_short,or,0.15301079756125513,0.02474179217673611,0.02863685757641224,0.8639841892818423,-0.053246928712981645,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,42,10,long_short,and,0.5096286581354941,0.0693927021527716,0.08038723233294644,0.8632303929231214,-0.11523271583278294,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,42,10,long_short,or,0.2400577074839485,0.03566978061000503,0.04133467231513437,0.8629506081011029,-0.0682277217388384,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'ma_crossover']",63,14,100,21,5,long,and,1.431136361886951,0.164739617082448,0.1909537819929938,0.8627198443678502,-0.31716568737922257,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,14,20,21,3,long,and,1.586698836860296,0.16744013853600515,0.19416503513405395,0.8623598910092252,-0.27960999100424866,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,10,long,and,1.630862642414887,0.17066404993630035,0.19796039249829372,0.8621121012263671,-0.31214452620197797,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'ma_crossover']",21,14,50,42,10,long,and,1.9525065110945725,0.19689320208382877,0.22854829953757802,0.8614949333782091,-0.3306839190682668,"momentum, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,5,5,long,and,1.0929266835783937,0.1278452707380595,0.14846052875551366,0.8611398046991765,-0.25095389024843595,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,5,10,long_short,or,0.08778230459920477,0.01380059390734667,0.016031824363859366,0.8608249188693352,-0.01255113906576999,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,42,3,long,and,1.7155927665043524,0.17672446674145958,0.20530140792019702,0.860804942994616,-0.32244317038091863,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,10,21,3,long,and,1.2941807993827465,0.1437471274690829,0.1672629814562934,0.8594078989716246,-0.2625346027922377,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,5,10,10,3,long,and,1.3172124291124634,0.14670432509589948,0.1707203135963179,0.8593255366364534,-0.25788553542146064,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",21,21,50,21,3,long,and,1.005550094213726,0.12003761632889987,0.13984932749018036,0.858335313320176,-0.2158265191888482,"momentum, rsi (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,14,100,10,10,long_short,or,0.11887767907824642,0.0194692399594254,0.02269483910912671,0.8578708077994641,-0.036452950010228635,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,42,5,long,and,1.8848418884683338,0.18837088346856912,0.2197504049621995,0.8572038058404118,-0.3389757070140985,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,14,20,5,10,long_short,or,0.10138434694683252,0.015844568303559736,0.0185062048335485,0.8561759931910143,-0.02177511964296952,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,5,3,long,and,1.1094810903004673,0.12929366279960064,0.1510280048245703,0.8560906498750637,-0.24471753609619706,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi']",126,21,50,42,5,long_short,and,0.7017144577133285,0.09736001117433424,0.11384541848974279,0.8551948112264716,-0.15035862562555713,"momentum, rsi (AND)"
"['rsi', 'ma_crossover']",252,14,20,21,10,long,and,1.0921845678215654,0.12769251219959954,0.14931455448512124,0.8551913284000973,-0.2670131360238549,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",63,10,100,10,10,long,or,0.7910975169394192,0.10522572598871682,0.1231647110042083,0.8543496357907377,-0.21233285559931248,"momentum, rsi, ma_crossover (OR)"
"['rsi', 'ma_crossover']",252,10,10,42,3,long,and,1.514889960087379,0.16086649085481097,0.1884405096928485,0.8536725522395252,-0.2594743110519917,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,10,42,5,long,and,1.4066711742902798,0.15263703342931234,0.17882224012086553,0.8535685120941631,-0.25661889681792005,"rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,10,20,21,5,long,and,1.1385412901004384,0.1317228404299342,0.1543641056154188,0.8533255830737437,-0.24178307409005284,"rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,10,10,long_short,or,0.11257991372998633,0.01752986829755776,0.020545484628508456,0.8532224288948486,-0.03297009777657389,"momentum, rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,21,20,5,5,long_short,and,0.18454509562627996,0.027971930112170806,0.03280057937565049,0.8527876837729204,-0.05715815218765696,"momentum, rsi, ma_crossover (AND)"
"['rsi', 'ma_crossover']",252,21,100,42,10,long_short,or,0.16141285734711963,0.02601980267278803,0.03051484881259005,0.8526931538344237,-0.055172995120903456,"rsi, ma_crossover (OR)"
"['momentum', 'rsi', 'ma_crossover']",21,5,20,21,3,long_short,and,0.34448448676849885,0.04940037621489135,0.058005200373487054,0.8516542637006598,-0.06916807106811429,"momentum, rsi, ma_crossover (AND)"
"['momentum', 'rsi', 'ma_crossover']",21,21,10,21,5,long,and,1.241254764540976,0.14049554544215748,0.164994006353182,0.8515190857382798,-0.23596371364744095,"momentum, rsi, ma_crossover (AND)"
